8.297797292470932007e-02,-1.033157035708427429e-01,7.125043869018554688e-02,1.269805594347417355e-03,-4.769239947199821472e-02,-2.389216562733054161e-03,7.374893128871917725e-02,-7.842777669429779053e-02,1.488879770040512085e-01,-5.066927056759595871e-03
-1.760164946317672729e-01,1.097973510622978210e-01,2.250100858509540558e-02,1.570726484060287476e-01,4.992103576660156250e-02,-1.092432960867881775e-01,-1.040663048624992371e-01,-6.100564077496528625e-02,-1.107509955763816833e-01,2.481386298313736916e-03
-5.368918180465698242e-02,6.300129741430282593e-02,-9.595894068479537964e-02,-1.529307812452316284e-01,1.097846403717994690e-01,3.294196352362632751e-02,-1.193418167531490326e-02,-1.517058908939361572e-01,6.236950308084487915e-02,2.594114281237125397e-02
8.911176770925521851e-02,-1.290529221296310425e-01,1.025765910744667053e-01,-1.685603111982345581e-01,-6.909475475549697876e-02,-7.954185828566551208e-03,1.140463352203369141e-01,-9.698043763637542725e-02,-6.016695126891136169e-02,3.968622535467147827e-02
-1.289088279008865356e-01,-1.771733909845352173e-01,-7.603756338357925415e-02,-1.447742730379104614e-01,-5.479614064097404480e-02,-1.846665702760219574e-02,-1.581727527081966400e-02,-8.511596173048019409e-02,6.863354891538619995e-02,-1.064753457903862000e-01
9.155950509011745453e-03,-3.154094517230987549e-02,7.217001914978027344e-02,1.954924613237380981e-01,6.485094875097274780e-02,-3.658685309346765280e-04,9.229764342308044434e-02,1.495036333799362183e-01,-7.657148689031600952e-02,-4.672227799892425537e-02
-4.542183876037597656e-02,-6.647366285324096680e-02,5.863677337765693665e-02,2.914079232141375542e-04,2.474569901823997498e-02,6.067969277501106262e-02,-7.751654088497161865e-02,3.312064334750175476e-02,-1.028233915567398071e-01,-7.784656714648008347e-03
-1.470739860087633133e-02,-5.601645633578300476e-02,4.972647130489349365e-02,7.088934630155563354e-02,8.791767805814743042e-02,1.263665705919265747e-01,3.895961865782737732e-02,1.140031963586807251e-01,-1.464304178953170776e-01,-5.913218855857849121e-02
1.365455836057662964e-01,1.157153993844985962e-01,3.137303143739700317e-02,-8.000259287655353546e-03,-3.433004766702651978e-02,-1.114249005913734436e-01,-4.888349678367376328e-03,-5.851878598332405090e-02,3.666987270116806030e-02,8.101648092269897461e-02
-1.359311640262603760e-01,-8.301327377557754517e-02,-9.831365197896957397e-02,-4.535720217972993851e-03,8.710122667253017426e-03,-1.282724142074584961e-01,-6.901948899030685425e-02,-9.459290653467178345e-02,-1.080115661025047302e-01,-3.026402555406093597e-02
-5.500676855444908142e-02,1.807076483964920044e-01,2.188157290220260620e-02,-6.611343473196029663e-02,-1.005393639206886292e-01,1.554386317729949951e-01,-5.403379444032907486e-03,4.263904877007007599e-03,4.706052597612142563e-03,-2.438696473836898804e-02
1.503665894269943237e-01,5.968206748366355896e-02,1.656311452388763428e-01,5.929627921432256699e-03,1.227680370211601257e-01,6.339371949434280396e-02,-3.354059904813766479e-02,6.593816727399826050e-02,-2.883586101233959198e-02,9.552945941686630249e-02
1.366221457719802856e-01,-1.047555580735206604e-01,-1.826939731836318970e-01,-1.469063758850097656e-01,-8.221857249736785889e-02,9.293704479932785034e-02,-8.097353577613830566e-02,9.859484434127807617e-02,7.750004529953002930e-02,1.174044832587242126e-01
-3.453645913396030664e-04,-6.490380316972732544e-02,7.719337940216064453e-02,3.505164012312889099e-02,-7.390254735946655273e-02,-6.548254936933517456e-02,1.085524186491966248e-01,-1.103268414735794067e-01,8.761385083198547363e-02,-1.179389655590057373e-01
9.605258703231811523e-03,9.447204321622848511e-02,1.050154864788055420e-01,-6.894312798976898193e-02,4.340366646647453308e-02,8.500021696090698242e-02,-4.511481896042823792e-02,5.094356089830398560e-02,4.273974522948265076e-02,2.018804103136062622e-02
6.090459227561950684e-02,-9.276960790157318115e-02,3.486449271440505981e-02,-5.515411496162414551e-03,9.899567067623138428e-02,3.575494512915611267e-02,1.819637231528759003e-02,-6.873416155576705933e-02,-7.977534085512161255e-02,3.367589414119720459e-02
1.110105514526367188e-01,1.825654357671737671e-01,-1.088023111224174500e-01,1.947833225131034851e-02,6.364112347364425659e-02,-9.886052459478378296e-02,-6.772919744253158569e-02,3.281298326328396797e-03,-7.680725306272506714e-02,1.094407662749290466e-01
1.979636996984481812e-01,-8.480226993560791016e-02,8.970984071493148804e-02,-6.948606669902801514e-02,9.764333814382553101e-02,-8.126622065901756287e-03,4.274893924593925476e-02,3.886365145444869995e-02,5.385628342628479004e-02,8.076980710029602051e-02
-1.499824076890945435e-01,-1.417729556560516357e-01,-4.075611010193824768e-02,-1.611330360174179077e-01,-3.731598332524299622e-02,-8.561806380748748779e-02,-1.211351901292800903e-01,-6.479556113481521606e-02,-5.756789445877075195e-02,-1.636805385351181030e-01
-1.373115777969360352e-01,1.395276039838790894e-01,-1.002603098750114441e-01,7.836867123842239380e-02,-4.599260166287422180e-02,-1.476851701736450195e-01,3.438305482268333435e-02,-2.628239803016185760e-02,7.683461159467697144e-02,-7.945711910724639893e-02
-8.315035700798034668e-02,2.399600809440016747e-03,5.448151752352714539e-02,-2.169744111597537994e-02,1.053650118410587311e-02,3.297385200858116150e-02,-1.305166929960250854e-01,-1.954641193151473999e-03,1.537171453237533569e-01,-1.236260216683149338e-02
-1.163835301995277405e-01,-2.582876384258270264e-02,6.785177439451217651e-02,2.340582571923732758e-02,-9.939576685428619385e-02,4.275807738304138184e-02,8.834154903888702393e-02,-3.361467272043228149e-02,-7.119343429803848267e-02,-2.838637866079807281e-02
-1.309526115655899048e-01,-1.567261666059494019e-01,-1.736178062856197357e-02,-1.650474369525909424e-01,9.298460185527801514e-02,-6.572236865758895874e-02,1.466701477766036987e-01,5.674647167325019836e-02,-9.191571921110153198e-02,-1.812799833714962006e-02
6.289463490247726440e-02,1.624301820993423462e-02,-1.872047185897827148e-01,-6.985288113355636597e-02,-1.283641010522842407e-01,-1.463512033224105835e-01,1.498727500438690186e-01,5.819282028824090958e-03,5.516267940402030945e-02,8.430018275976181030e-02
3.463524207472801208e-02,-4.856843501329421997e-02,3.918701037764549255e-02,-5.402658134698867798e-02,-4.063141718506813049e-02,1.131717711687088013e-01,1.794959232211112976e-02,-1.112536564469337463e-01,9.458880871534347534e-02,1.155415177345275879e-02
7.170289009809494019e-02,3.735213726758956909e-02,2.232645638287067413e-02,8.854836970567703247e-02,-2.831730805337429047e-02,-3.843858605250716209e-03,1.665863692760467529e-01,-1.210745945572853088e-01,-1.205367594957351685e-01,-1.955826729536056519e-01
-1.513578742742538452e-01,3.826361522078514099e-02,-9.260297566652297974e-02,7.964714616537094116e-02,3.530753077939152718e-03,-5.639202147722244263e-02,4.164585378021001816e-03,4.076806455850601196e-02,-5.012195929884910583e-02,-4.388717561960220337e-02
-1.666810363531112671e-01,-8.358918875455856323e-02,-4.490650817751884460e-02,-7.531021721661090851e-03,5.124036222696304321e-02,1.252108998596668243e-02,-8.143561333417892456e-02,-9.455805271863937378e-02,8.461729437112808228e-02,-9.746430814266204834e-02
-9.499221108853816986e-03,7.675844430923461914e-02,1.523392200469970703e-01,1.293716430664062500e-01,-2.161892689764499664e-02,-5.224505066871643066e-02,1.864387094974517822e-01,-1.663546264171600342e-01,-5.309252999722957611e-03,4.299037531018257141e-02
